Type,Document ID,Information Source ID,Topic ID,IP-id,Stance
IPs,10142,15min (15min.lt),Low Morale of Lithuanian civilians,IP-341,1
IPs,10143,L24 (l24.lt),NATO military actions in Lithuania,IP-342,-1
IPs,10144,L24 (l24.lt),NATO military actions in Lithuania,IP-343,0
IPs,10145,L24 (l24.lt),NATO military actions in Lithuania,IP-344,1
IPs,10145,L24 (l24.lt),NATO military actions in Lithuania,IP-345,1
IPs,10145,L24 (l24.lt),NATO military actions in Lithuania,IP-346,1
IPs,10146,L24 (l24.lt),NATO military actions in Lithuania,IP-347,2
IPs,10146,L24 (l24.lt),NATO military actions in Lithuania,IP-348,2
IPs,10146,L24 (l24.lt),NATO military actions in Lithuania,IP-349,2
IPs,10147,L24 (l24.lt),NATO military actions in Lithuania,IP-350,3
IPs,10147,L24 (l24.lt),NATO military actions in Lithuania,IP-351,3
IPs,10148,L24 (l24.lt),Donovian military actions in Lithuania,IP-352,-3
IPs,10148,L24 (l24.lt),Donovian military actions in Lithuania,IP-353,-3
IPs,10149,L24 (l24.lt),Donovian military actions in Lithuania,IP-354,-2
IPs,10149,L24 (l24.lt),Donovian military actions in Lithuania,IP-355,-2
IPs,10149,L24 (l24.lt),Donovian military actions in Lithuania,IP-356,-2
IPs,10150,L24 (l24.lt),Donovian military actions in Lithuania,IP-357,-1
IPs,10150,L24 (l24.lt),Donovian military actions in Lithuania,IP-358,-1
IPs,10150,L24 (l24.lt),Donovian military actions in Lithuania,IP-359,-1
IPs,10151,L24 (l24.lt),Donovian military actions in Lithuania,IP-360,0
IPs,10151,L24 (l24.lt),Donovian military actions in Lithuania,IP-361,0
IPs,10152,L24 (l24.lt),Article 5 invoked by NATO,IP-362,-1
IPs,10153,L24 (l24.lt),Article 5 invoked by NATO,IP-363,0
IPs,10154,L24 (l24.lt),Article 5 invoked by NATO,IP-364,1
IPs,10154,L24 (l24.lt),Article 5 invoked by NATO,IP-365,1
IPs,10154,L24 (l24.lt),Article 5 invoked by NATO,IP-366,1
IPs,10155,L24 (l24.lt),Article 5 invoked by NATO,IP-367,2
IPs,10155,L24 (l24.lt),Article 5 invoked by NATO,IP-368,2
IPs,10155,L24 (l24.lt),Article 5 invoked by NATO,IP-369,2
IPs,10156,L24 (l24.lt),Article 5 invoked by NATO,IP-370,3
IPs,10156,L24 (l24.lt),Article 5 invoked by NATO,IP-371,3
IPs,10157,L24 (l24.lt),Civil protests against Donovia,IP-372,-1
IPs,10158,L24 (l24.lt),Civil protests against Donovia,IP-373,0
IPs,10159,L24 (l24.lt),Civil protests against Donovia,IP-374,1
IPs,10159,L24 (l24.lt),Civil protests against Donovia,IP-375,1
IPs,10159,L24 (l24.lt),Civil protests against Donovia,IP-376,1
IPs,10160,L24 (l24.lt),Civil protests against Donovia,IP-377,2
IPs,10160,L24 (l24.lt),Civil protests against Donovia,IP-378,2
IPs,10160,L24 (l24.lt),Civil protests against Donovia,IP-379,2
IPs,10161,L24 (l24.lt),Civil protests against Donovia,IP-380,3
IPs,10161,L24 (l24.lt),Civil protests against Donovia,IP-381,3
IPs,10162,L24 (l24.lt),IDPs migrate within Lithuania as result of war,IP-382,-3
IPs,10162,L24 (l24.lt),IDPs migrate within Lithuania as result of war,IP-383,-3
IPs,10163,L24 (l24.lt),IDPs migrate within Lithuania as result of war,IP-384,-2
IPs,10163,L24 (l24.lt),IDPs migrate within Lithuania as result of war,IP-385,-2
IPs,10164,L24 (l24.lt),IDPs migrate within Lithuania as result of war,IP-386,-1
IPs,10164,L24 (l24.lt),IDPs migrate within Lithuania as result of war,IP-387,-1
IPs,10165,L24 (l24.lt),IDPs migrate within Lithuania as result of war,IP-388,0
IPs,10165,L24 (l24.lt),IDPs migrate within Lithuania as result of war,IP-389,0
IPs,10166,L24 (l24.lt),IDPs migrate within Lithuania as result of war,IP-390,1
IPs,10166,L24 (l24.lt),IDPs migrate within Lithuania as result of war,IP-391,1
IPs,10167,L24 (l24.lt),IDPs migrate to Poland as result of war,IP-392,-3
IPs,10168,L24 (l24.lt),IDPs migrate to Poland as result of war,IP-393,-2
IPs,10168,L24 (l24.lt),IDPs migrate to Poland as result of war,IP-394,-2
IPs,10168,L24 (l24.lt),IDPs migrate to Poland as result of war,IP-395,-2
IPs,10169,L24 (l24.lt),IDPs migrate to Poland as result of war,IP-396,-1
IPs,10169,L24 (l24.lt),IDPs migrate to Poland as result of war,IP-397,-1
IPs,10169,L24 (l24.lt),IDPs migrate to Poland as result of war,IP-398,-1
IPs,10170,L24 (l24.lt),IDPs migrate to Poland as result of war,IP-399,0
IPs,10170,L24 (l24.lt),IDPs migrate to Poland as result of war,IP-400,0
IPs,10171,L24 (l24.lt),IDPs migrate to Poland as result of war,IP-401,1
IPs,10172,L24 (l24.lt),Low Morale of Lithuanian civilians,IP-402,-3
IPs,10172,L24 (l24.lt),Low Morale of Lithuanian civilians,IP-403,-3
IPs,10173,L24 (l24.lt),Low Morale of Lithuanian civilians,IP-404,-2
IPs,10173,L24 (l24.lt),Low Morale of Lithuanian civilians,IP-405,-2
IPs,10173,L24 (l24.lt),Low Morale of Lithuanian civilians,IP-406,-2
IPs,10174,L24 (l24.lt),Low Morale of Lithuanian civilians,IP-407,-1
IPs,10174,L24 (l24.lt),Low Morale of Lithuanian civilians,IP-408,-1
IPs,10175,L24 (l24.lt),Low Morale of Lithuanian civilians,IP-409,0
IPs,10175,L24 (l24.lt),Low Morale of Lithuanian civilians,IP-410,0
IPs,10176,L24 (l24.lt),Low Morale of Lithuanian civilians,IP-411,1
IPs,10177,L24 (l24.lt),Low Morale of Polish civilians,IP-412,-3
IPs,10178,L24 (l24.lt),Low Morale of Polish civilians,IP-413,-2
IPs,10178,L24 (l24.lt),Low Morale of Polish civilians,IP-414,-2
IPs,10178,L24 (l24.lt),Low Morale of Polish civilians,IP-415,-2
IPs,10179,L24 (l24.lt),Low Morale of Polish civilians,IP-416,-1
IPs,10179,L24 (l24.lt),Low Morale of Polish civilians,IP-417,-1
IPs,10179,L24 (l24.lt),Low Morale of Polish civilians,IP-418,-1
IPs,10180,L24 (l24.lt),Low Morale of Polish civilians,IP-419,0
IPs,10180,L24 (l24.lt),Low Morale of Polish civilians,IP-420,0
IPs,10181,L24 (l24.lt),Low Morale of Polish civilians,IP-421,1
IPs,10182,Delfi LT (delfi.lt),NATO military actions in Lithuania,IP-422,-1
IPs,10183,Delfi LT (delfi.lt),NATO military actions in Lithuania,IP-423,0
IPs,10183,Delfi LT (delfi.lt),NATO military actions in Lithuania,IP-424,0
IPs,10184,Delfi LT (delfi.lt),NATO military actions in Lithuania,IP-425,1
IPs,10184,Delfi LT (delfi.lt),NATO military actions in Lithuania,IP-426,1
IPs,10185,Delfi LT (delfi.lt),NATO military actions in Lithuania,IP-427,2
IPs,10185,Delfi LT (delfi.lt),NATO military actions in Lithuania,IP-428,2
IPs,10185,Delfi LT (delfi.lt),NATO military actions in Lithuania,IP-429,2
IPs,10186,Delfi LT (delfi.lt),NATO military actions in Lithuania,IP-430,3
IPs,10186,Delfi LT (delfi.lt),NATO military actions in Lithuania,IP-431,3
IPs,10187,Delfi LT (delfi.lt),Donovian military actions in Lithuania,IP-432,-3
IPs,10187,Delfi LT (delfi.lt),Donovian military actions in Lithuania,IP-433,-3
IPs,10188,Delfi LT (delfi.lt),Donovian military actions in Lithuania,IP-434,-2
IPs,10188,Delfi LT (delfi.lt),Donovian military actions in Lithuania,IP-435,-2
IPs,10188,Delfi LT (delfi.lt),Donovian military actions in Lithuania,IP-436,-2
IPs,10189,Delfi LT (delfi.lt),Donovian military actions in Lithuania,IP-437,-1
IPs,10189,Delfi LT (delfi.lt),Donovian military actions in Lithuania,IP-438,-1
IPs,10190,Delfi LT (delfi.lt),Donovian military actions in Lithuania,IP-439,0
IPs,10190,Delfi LT (delfi.lt),Donovian military actions in Lithuania,IP-440,0
IPs,10191,Delfi LT (delfi.lt),Donovian military actions in Lithuania,IP-441,1
IPs,10192,Delfi LT (delfi.lt),Article 5 invoked by NATO,IP-442,-1
IPs,10193,Delfi LT (delfi.lt),Article 5 invoked by NATO,IP-443,0
IPs,10193,Delfi LT (delfi.lt),Article 5 invoked by NATO,IP-444,0
IPs,10194,Delfi LT (delfi.lt),Article 5 invoked by NATO,IP-445,1
IPs,10194,Delfi LT (delfi.lt),Article 5 invoked by NATO,IP-446,1
IPs,10195,Delfi LT (delfi.lt),Article 5 invoked by NATO,IP-447,2
IPs,10195,Delfi LT (delfi.lt),Article 5 invoked by NATO,IP-448,2
IPs,10195,Delfi LT (delfi.lt),Article 5 invoked by NATO,IP-449,2
IPs,10196,Delfi LT (delfi.lt),Article 5 invoked by NATO,IP-450,3
IPs,10196,Delfi LT (delfi.lt),Article 5 invoked by NATO,IP-451,3
IPs,10197,Delfi LT (delfi.lt),Civil protests against Donovia,IP-452,-1
IPs,10198,Delfi LT (delfi.lt),Civil protests against Donovia,IP-453,0
IPs,10198,Delfi LT (delfi.lt),Civil protests against Donovia,IP-454,0
IPs,10199,Delfi LT (delfi.lt),Civil protests against Donovia,IP-455,1
IPs,10199,Delfi LT (delfi.lt),Civil protests against Donovia,IP-456,1
IPs,10170,Delfi LT (delfi.lt),Civil protests against Donovia,IP-457,2
IPs,10170,Delfi LT (delfi.lt),Civil protests against Donovia,IP-458,2
IPs,10170,Delfi LT (delfi.lt),Civil protests against Donovia,IP-459,2
IPs,10171,Delfi LT (delfi.lt),Civil protests against Donovia,IP-460,3
IPs,10171,Delfi LT (delfi.lt),Civil protests against Donovia,IP-461,3
IPs,10172,Delfi LT (delfi.lt),IDPs migrate within Lithuania as result of war,IP-462,-3
IPs,10173,Delfi LT (delfi.lt),IDPs migrate within Lithuania as result of war,IP-463,-2
IPs,10174,Delfi LT (delfi.lt),IDPs migrate within Lithuania as result of war,IP-464,-1
IPs,10174,Delfi LT (delfi.lt),IDPs migrate within Lithuania as result of war,IP-465,-1
IPs,10174,Delfi LT (delfi.lt),IDPs migrate within Lithuania as result of war,IP-466,-1
IPs,10175,Delfi LT (delfi.lt),IDPs migrate within Lithuania as result of war,IP-467,0
IPs,10175,Delfi LT (delfi.lt),IDPs migrate within Lithuania as result of war,IP-468,0
IPs,10176,Delfi LT (delfi.lt),IDPs migrate within Lithuania as result of war,IP-469,1
IPs,10177,Delfi LT (delfi.lt),IDPs migrate within Lithuania as result of war,IP-470,2
IPs,10178,Delfi LT (delfi.lt),IDPs migrate within Lithuania as result of war,IP-471,3
IPs,10179,Delfi LT (delfi.lt),IDPs migrate to Poland as result of war,IP-472,-3
IPs,10180,Delfi LT (delfi.lt),IDPs migrate to Poland as result of war,IP-473,-2
IPs,10181,Delfi LT (delfi.lt),IDPs migrate to Poland as result of war,IP-474,-1
IPs,10181,Delfi LT (delfi.lt),IDPs migrate to Poland as result of war,IP-475,-1
IPs,10181,Delfi LT (delfi.lt),IDPs migrate to Poland as result of war,IP-476,-1
IPs,10182,Delfi LT (delfi.lt),IDPs migrate to Poland as result of war,IP-477,0
IPs,10182,Delfi LT (delfi.lt),IDPs migrate to Poland as result of war,IP-478,0
IPs,10183,Delfi LT (delfi.lt),IDPs migrate to Poland as result of war,IP-479,1
IPs,10184,Delfi LT (delfi.lt),IDPs migrate to Poland as result of war,IP-480,2
IPs,10185,Delfi LT (delfi.lt),IDPs migrate to Poland as result of war,IP-481,3
IPs,10185,Delfi LT (delfi.lt),NATO war crimes,IP-482,-3
IPs,10185,Delfi LT (delfi.lt),NATO war crimes,IP-483,-2
IPs,10185,Delfi LT (delfi.lt),NATO war crimes,IP-484,-2
IPs,10185,Delfi LT (delfi.lt),NATO war crimes,IP-485,-1
IPs,10185,Delfi LT (delfi.lt),NATO war crimes,IP-486,-1
IPs,10185,Delfi LT (delfi.lt),NATO war crimes,IP-487,-1
IPs,10185,Delfi LT (delfi.lt),NATO war crimes,IP-488,-1
IPs,10185,Delfi LT (delfi.lt),NATO war crimes,IP-489,0
IPs,10185,Delfi LT (delfi.lt),NATO war crimes,IP-490,0
IPs,10185,Delfi LT (delfi.lt),NATO war crimes,IP-491,1
IPs,10186,Delfi LT (delfi.lt),Donovian war crimes,IP-492,-3
IPs,10186,Delfi LT (delfi.lt),Donovian war crimes,IP-493,-3
IPs,10187,Delfi LT (delfi.lt),Donovian war crimes,IP-494,-2
IPs,10187,Delfi LT (delfi.lt),Donovian war crimes,IP-495,-2
IPs,10188,Delfi LT (delfi.lt),Donovian war crimes,IP-496,-1
IPs,10188,Delfi LT (delfi.lt),Donovian war crimes,IP-497,-1
IPs,10188,Delfi LT (delfi.lt),Donovian war crimes,IP-498,-1
IPs,10189,Delfi LT (delfi.lt),Donovian war crimes,IP-499,0
IPs,10189,Delfi LT (delfi.lt),Donovian war crimes,IP-500,0
IPs,10190,Delfi LT (delfi.lt),Donovian war crimes,IP-501,1
